"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"OG0038649",730.804654635519,-0.310123376606226,0.280412149668838,-1.10595556209842,0.26874575392104,0.805237520350749
"OG0039547",50.8511997878321,0.429900009528848,0.456531578229481,0.941665440090881,0.346363954260818,0.840980069771978
"OG0032981",5107.64572793192,-0.0953128391133595,0.158801007003064,-0.600202989339484,0.548370961654907,0.914834962464379
"OG0001230",1957.69609952202,0.0724643801423077,0.132149654935426,0.548350884288855,0.583450994382767,0.924670373814941
"OG0011907",0,NA,NA,NA,NA,NA
"OG0006959",200.537444791243,-0.586171077228916,0.330621461252145,-1.77293716811045,0.0762391189085799,0.653371342087574
"OG0013264",27.4460851506364,0.666029944281783,1.5174189923608,0.438922899762561,0.6607174031919,0.941522299548457
"OG0014091",1322.72774430129,0.368782357297871,0.20309816279551,1.81578381715437,0.0694035406593857,0.643548332740462
"OG0024751",312.29426945722,-0.114529216982983,0.545052205193771,-0.210125224504444,0.833569938628981,0.980060060874113
"OG0056978",4.12541981046586,0.18509949893277,1.08170188978071,0.17111877189222,0.864130375735401,0.984054678717924
"OG0090183",2895.75749827425,-0.089801999197123,0.280207533879436,-0.320483885475262,0.748601544233046,0.960904368227928
"OG0070224",171.739205572081,0.701064656857321,0.419033530269276,1.67305145344051,0.094317167283065,0.67611666363386
"OG0046666",87.7187308990691,-0.0466868468951445,0.221998009226719,-0.210302998021324,0.833431195528814,0.980060060874113
"OG0067581",959.373399055423,-0.478134986352251,0.295607652115677,-1.61746484886375,0.105777977405191,0.684615127328361
"OG0039619",289.672843994994,0.0920362193015493,2.60693571778577,0.0353043685249444,0.971837039924781,1
"OG0054190",45.6875300386375,-0.257480858866228,0.349335884025938,-0.73705814558435,0.46108699037622,0.888481249542176
"OG0087482",10.1727277520403,-0.863526460634307,0.773071043754528,-1.11700789676518,0.263990948778392,0.801500642049817
"OG0068521",10415.187303692,0.111893625074639,0.373202695913873,0.299819980669328,0.764314473687837,0.963695218096901
"OG0049137",121.476693638597,-0.21425675293626,0.332573060038059,-0.64423965342154,0.519420041011813,0.905196721835599
"OG0091396",527.797330902471,0.170530474227897,0.259507524907756,0.657131134399719,0.511096601122865,0.902728958123515
"OG0050080",1.20870376252019,2.95877162896733,2.71769136631907,1.0887077412969,0.276282786940269,0.809028310673733
"OG0027487",80.9323907916656,0.268353013968301,0.340795918172549,0.787430246838904,0.431030046320775,0.877053468670786
"OG0016873",294.183992476317,0.248632762241734,0.255901722644122,0.971594718756556,0.331252210925834,0.832876582231957
"OG0022803",52.7883201515152,-0.506901072109086,0.321997294371567,-1.5742401596833,0.115431938189444,0.692125802106036
"OG0032537",115.141448822902,0.00997114440528528,0.251854821278413,0.0395908418773635,0.968419328839257,1
"OG0030613",284.253468780568,-0.114862132157611,0.1608804067982,-0.713959732223255,0.475252079673328,0.893035443351515
"OG0058665",67.2104532429857,-25.1381592756818,4.3402523016471,-5.79186589363526,NA,NA
"OG0083673",440.781302239271,-0.178923962490763,0.312227055309001,-0.573057201316805,0.566605964358302,0.919409375446392
"OG0071811",301.535132557767,-0.998833053212318,0.877417144369098,-1.13837877413545,0.254962353330157,0.795739420944124
"OG0017750",171.309937490417,0.157982424393246,0.213926866498396,0.738488002835449,0.460217954900638,0.888471745306666
"OG0013071",470.920136062865,0.0793567547994074,0.260487255631655,0.304647360221041,0.760634745255662,0.962971891455237
"OG0011688",3820.18157678348,-0.123475715837867,0.0988852814979877,-1.24867638507334,0.211783461516126,0.769373599515252
"OG0039055",624.377997036526,-0.0864612202207599,0.209074432558186,-0.413542771169293,0.679208992523061,0.945007094076242
"OG0054828",4114.25885102859,0.0555109992642922,0.133470292523819,0.415905279104605,0.677479316388508,0.944656765961909
"OG0074268",247.753900548167,-0.0437336834581082,0.14858509726258,-0.294334251979672,0.768502501918639,0.965293773047408
"OG0007170",1844.02867179246,-0.0606126403825424,0.0826983481453656,-0.732936530678928,0.463597141179386,0.889096419022887
