"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"OG0038649",2369.55044629495,0.0271379621507549,0.0433491879953006,0.626031614564427,0.531294205175198,0.738572480723653
"OG0039547",31.7450995319455,1.32961838426136,0.730316021423212,1.82060689517704,0.0686666339498283,NA
"OG0032981",4100.38385906923,-0.156892649174206,0.0634797448411821,-2.47153874935589,0.0134532970503284,0.110699507619686
"OG0001230",618.598024869655,0.0204601730624606,0.0824100669502671,0.248272739237161,0.803923389743345,0.906496608718427
"OG0011907",0.525769014271072,2.8738681864286,4.21721466279674,0.681461205136456,0.495579706373622,NA
"OG0006959",214.811912789061,-0.804660892755992,0.360059019005322,-2.23480276922073,0.0254302999785972,NA
"OG0013264",72.047459542417,0.314087072152141,0.737487099439767,0.425888225557759,0.67018929503626,NA
"OG0014091",783.938462277186,0.394425905787756,0.142514558207915,2.76761834543475,0.00564675396190385,0.0714617906708741
"OG0024751",1096.82513313975,0.172001499475117,0.0971723426472263,1.77006640767682,0.0767160787619222,0.276721395227539
"OG0056978",6.76621160034943,-0.589301939185287,0.790235854882396,-0.745729183944694,0.455831026008326,NA
"OG0090183",2728.5104607326,0.056687306603284,0.0904351562395681,0.626828204433195,0.530771853343405,0.738363787919552
"OG0070224",225.854957356955,0.33719129096026,0.187483705360801,1.79850985082334,0.0720962490099266,NA
"OG0046666",119.246510250836,-0.163101734019513,0.165337292704339,-0.986478799499741,0.323898213654791,NA
"OG0067581",1127.74615145449,-0.706848384246068,0.24967900418663,-2.83102853020718,0.00463985821184661,0.0647665767334419
"OG0039619",27.7617792311233,-1.39603198236025,2.70159056799954,-0.516744468572074,0.605334549436533,NA
"OG0054190",73.1209972720685,0.110608976405254,0.224455325420913,0.492788380929849,0.622162121390554,NA
"OG0087482",6.49435964746854,-0.0176509813446831,0.492807229925885,-0.0358172126397937,0.97142810817106,NA
"OG0068521",12276.8095596096,0.659506865582339,0.359629969471317,1.83384845971503,0.0666764920312628,0.257879958349553
"OG0049137",70.4956165440297,-0.476512642894998,0.214237754831225,-2.22422347205045,0.0261334125857728,NA
"OG0091396",590.503564660563,0.0938410403618867,0.211936595790145,0.442778841530539,0.657925708918036,0.824814264483106
"OG0050080",1.02760898131103,-1.29595227725912,1.79750374315168,-0.720973339942447,0.470925917739628,NA
"OG0027487",159.83042500355,-0.291491722235323,0.177320165028057,-1.64387238298137,0.100202565844885,NA
"OG0016873",331.799452611619,0.213922736637361,0.149271589799276,1.43311086138374,0.151826157963736,0.391851130103241
"OG0022803",106.3881001064,-0.197734845765612,0.200155436586521,-0.987906444800151,0.323198468830709,NA
"OG0032537",92.0764420456807,-0.0184710648856038,0.194497590253498,-0.0949680911806133,0.924340171887003,NA
"OG0030613",295.719557852801,0.231452975717329,0.114203843722838,2.02666537458269,0.0426966458447171,0.205814802767035
