"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"OG0038649",3438.49662076466,0.0183240621091107,0.0602708081331747,0.304028810574794,0.761105941779558,0.926879159639726
"OG0039547",44.548709373606,0.864399104250499,0.33151000966753,2.60746004356671,0.00912167156915243,0.135032416693783
"OG0032981",4602.80352920542,-0.00898390299504231,0.060189346481591,-0.149260683496373,0.881347937709632,0.967586228302184
"OG0001230",127.276142037561,0.0715410068635757,0.249903024802236,0.286275073781882,0.774667447818874,0.931880043152714
"OG0011907",0,NA,NA,NA,NA,NA
"OG0006959",75.3680644753631,0.501989576246471,0.44330091966257,1.1323901078946,0.257470461841571,0.632000492920162
"OG0013264",26.9185627938736,-0.184808838616121,1.88926708253524,-0.0978203877707555,0.922074917923756,0.980375292855095
"OG0014091",2362.69919155216,-0.306670231401704,0.170359361227839,-1.80013724629762,0.0718389696687197,0.368970038264198
"OG0024751",3374.5692101494,-0.230362805674603,0.0771469576139782,-2.9860257980266,0.00282628798971005,0.0711801827776811
"OG0056978",2.2982475174919,-0.13076978906163,1.20882743626654,-0.108179037915877,0.913853672681337,NA
"OG0090183",3201.57933563682,0.0881584644288895,0.171167442059826,0.515042249670802,0.606523496643821,0.86155367336046
"OG0070224",179.471827248421,0.307437115566448,0.24794452417416,1.23994315498777,0.214996420414199,0.588940099501784
"OG0046666",86.9258487126125,0.331326427963268,0.150748681859884,2.19787280310169,0.027958171499023,0.235417655926884
"OG0067581",1078.75025728984,0.346147355743958,0.221595789572901,1.56206648335293,0.118272327659148,0.4587088042959
"OG0039619",6.90259241884274,0,3.67176553125962,0,1,NA
"OG0054190",47.7859518244902,0.374345734905484,0.470710645982683,0.795277816850685,0.426451914490202,0.766167711341296
"OG0087482",11.2196465760013,-0.429473763853462,0.60140315308904,-0.714119574610671,0.475153242816048,NA
"OG0068521",15891.6794858175,-0.173816794761676,0.0734284949152896,-2.36715725907495,0.0179253143642107,0.191352985893646
"OG0049137",82.6993097232701,-0.0841568870684025,0.232227207177129,-0.362390299101401,0.717060387762258,0.911782490669655
"OG0091396",520.791421713614,0.145044954062395,0.128013413308198,1.13304497016412,0.257195368881054,0.631655930173242
"OG0050080",1.9890932304695,-0.76951669615366,1.51954189964367,-0.506413608163166,0.612566323489305,NA
"OG0027487",121.484989889858,0.00752804174953229,0.240374862751722,0.031317924276083,0.975015995913888,0.994801403875924
"OG0016873",981.464723207331,-0.0800779778133402,0.0706299613626516,-1.13376782697328,0.256891949855437,0.631324084314541
"OG0022803",131.4007094657,-0.0333582849370799,0.121594370483489,-0.274340701830513,0.783822808358853,0.935797618941989
"OG0032537",116.843806139054,0.373470630102721,0.151133253654097,2.47113471769418,0.0134685069924705,0.165432427734628
"OG0030613",134.868610397326,0.0135140946948251,0.128998885012861,0.10476132947566,0.916565195752615,0.978918278242825
"OG0058665",3292.9745317495,-0.766520649197697,0.44562087215549,-1.72011837212651,0.0854109268030313,0.396821239315743
"OG0083673",317.978665963601,-0.0135565883576873,0.167685245065465,-0.0808454455989537,0.93556486596821,0.984098178795342
"OG0071811",1.08162487033674,0.775271313951512,3.37850989952552,0.229471375549437,0.818502566089287,NA
"OG0017750",328.151355760696,-0.0592263051492891,0.118270373559147,-0.500770424299625,0.616532702611441,0.867241756755893
"OG0013071",575.635096481612,0.0287388702039156,0.161197467417995,0.178283633510159,0.858500231471085,0.96097101584338
"OG0011688",4223.18762379975,0.0369548036134941,0.0565384154223198,0.653622909971145,0.513354780453916,0.81589346006501
"OG0039055",584.579578975581,-0.0392633271523118,0.151085323152124,-0.259875190608545,0.794960048971516,0.93995466201483
"OG0054828",5121.97841322707,-0.137735864635183,0.0431680374110267,-3.19069091151223,0.00141933033992597,0.046867887069809
"OG0074268",289.854364248674,0.108793136696145,0.111127940838374,0.978989945061383,0.327584947703471,0.692146364664449
"OG0007170",2255.03486807305,0.0282748745386651,0.0611109641852791,0.462680877574439,0.643593126965888,0.879402220707599
"OG0017051",27378.077957898,0.274338871881298,0.133229905879029,2.0591388252604,0.0394809414500492,0.278071550070268
"OG0012725",481.143338985271,-0.167891615407478,0.156598754798893,-1.07211334868587,0.283669123905927,0.655799098727914
