"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"OG0038649",730.804654635519,-0.0951717526223963,0.280753445661929,-0.338986944213672,0.734619565500958,0.896019498446112
"OG0039547",50.8511997878321,0.592307972429287,0.459639630419326,1.28863555975129,0.197524814904526,NA
"OG0032981",5107.64572793192,-0.137933580822507,0.158837507360614,-0.868394267289476,0.385178532095419,0.687564490930983
"OG0001230",1957.69609952202,-0.233167304749458,0.132113775387267,-1.76489774867133,0.0775809521440408,0.378173727980863
"OG0011907",0,NA,NA,NA,NA,NA
"OG0006959",200.537444791243,0.394430289830891,0.333562412395788,1.18247822648219,0.237015999995777,0.570559700695999
"OG0013264",27.4460851506364,0.203413141606097,1.51671588509855,0.13411420266946,0.893312268998378,NA
"OG0014091",1322.72774430129,0.271219875371348,0.203194218000707,1.33478146199221,0.181947882532465,0.516955378383361
"OG0024751",312.29426945722,-0.715252277104233,0.544739336283143,-1.31301749197062,0.189177054057018,0.523667826878899
"OG0056978",4.12541981046586,-1.43445813107256,1.02761839474608,-1.39590546296809,0.162742965359209,NA
"OG0090183",2895.75749827425,0.131097880017611,0.280294707109007,0.467714433032896,0.63998881832008,0.851509219580073
"OG0070224",171.739205572081,0.543452664099861,0.419239506085435,1.29628209224422,0.194878315867504,0.528969323189851
"OG0046666",87.7187308990691,-0.202005277193459,0.222567690387358,-0.907612766443717,0.364082846943773,0.674002655193304
"OG0067581",959.373399055423,-0.546347767655161,0.295693880656015,-1.84768033225123,0.0646486008234877,0.353887732203816
"OG0039619",289.672843994994,0.39637057400635,2.60704303517341,0.152038370160616,0.879156672410115,0.957500852215702
"OG0054190",45.6875300386375,-0.498184083573769,0.349294626144379,-1.42625750952105,0.15379402475902,NA
"OG0087482",10.1727277520403,-1.04530876668515,0.77401524588493,-1.35050152079375,0.176855166181142,NA
"OG0068521",10415.187303692,0.424692115446437,0.373228047312451,1.13788906944312,0.255166806055952,0.586729446607564
"OG0049137",121.476693638597,-0.00727887659515774,0.334048193009866,-0.0217898996236832,0.98261555120829,0.994809837026214
"OG0091396",527.797330902471,0.066302868389301,0.259665107196408,0.255339922661038,0.798460567773859,0.924025224397958
"OG0050080",1.20870376252019,0.370172053100331,2.61779504230301,0.141406048647212,0.887549176156361,NA
"OG0027487",80.9323907916656,0.28414091007713,0.342309899708983,0.830069215990232,0.406499650823238,NA
"OG0016873",294.183992476317,0.158561378306893,0.256229594293497,0.618825388784987,0.536031394763575,0.791224248680774
"OG0022803",52.7883201515152,-0.680416283026394,0.322474242619856,-2.10998645193654,0.0348595228522148,NA
"OG0032537",115.141448822902,0.0250090366692542,0.253129893918292,0.0987992223365245,0.921297685959341,0.974578781127702
"OG0030613",284.253468780568,-0.283292458868821,0.161096796115203,-1.75852323385894,0.0786585218807701,0.379427170905191
"OG0058665",67.2104532429857,-21.3846699638064,4.34329713814944,-4.92360280303499,NA,NA
"OG0083673",440.781302239271,-0.534362132681669,0.312110655317916,-1.71209192501732,0.0868797292484686,0.391219582413461
"OG0071811",301.535132557767,-1.08076998368786,0.877497519338246,-1.23165018688932,0.21807978497537,0.551059280108121
"OG0017750",171.309937490417,-0.0280738130317948,0.214149051104262,-0.131094734658089,0.895700366351389,0.964241969090901
"OG0013071",470.920136062865,-0.0581204479624361,0.260622316891953,-0.22300641271074,0.823530515557133,0.934454663868592
"OG0011688",3820.18157678348,-0.111578298904886,0.0989845074193281,-1.12722992530747,0.259645281142934,0.591424320414368
"OG0039055",624.377997036526,-0.218797979915016,0.209201689981251,-1.04587099623634,0.295620596886247,0.62081703432709
"OG0054828",4114.25885102859,0.236047675605678,0.13359323503323,1.7669133885931,0.0772427344442716,0.378173727980863
"OG0074268",247.753900548167,0.00922242669840157,0.149778329357969,0.061573838738447,0.950902211062032,0.985261984866204
"OG0007170",1844.02867179246,0.108926934565245,0.0831103926218783,1.3106295269332,0.189982958511069,0.524181702094805
"OG0017051",40930.0165294882,-1.12504240472115,0.355395681966212,-3.16560516013278,0.00154760709426151,0.0853066126688201
